,words
648,miami
649,mdma
650,warum
651,euro
652,richtung
653,leb
654,scheiss
655,cowboys
656,gehen
657,–
658,dahin
659,ahhahah
660,klebt
661,täusch
662,koks
663,narcos
664,ringe
665,genau
666,nutte
667,täuschst
668,zeigefinger
669,kuba
670,geben
671,sitz
672,never
673,nass
674,kunden
675,mehrere
676,ubahn
677,bitten
678,bring
679,hast
680,gewinner
681,blond
682,followerzahl
683,arm
684,komm
685,konto
686,leben
687,haha
688,zimmer
689,pablos
690,wer
691,siedlung
692,villa
693,blanco
694,kolumbianer
695,tanz
696,fuffi
697,tag
698,ans
699,digga
700,whiskey
701,oh
702,reich
703,baby
704,mafiaprinzip
705,vaterschaftstest
706,wirken
707,video
708,fingern
709,yeah
710,einn
711,haram
712,bisschen
713,¿cómo
714,finger
715,tsching
716,cash
717,sektempfang
718,mehr
719,richtig
720,reicher
721,höchstens
722,niki
723,fame
724,musik
725,berlin
726,upswipen
727,bringen
728,neben
729,ganz
730,nem
731,niemals
732,ubahnschacht
733,nie
734,bentley
735,fick
736,liegen
737,freundin
738,müssen
739,rum
740,grab
741,bekamen
742,nachts
743,erst
744,schulabgang
745,weeissen
746,ersten
747,puta
748,nackt
749,tacho
750,früher
751,lambo
752,cabrón
753,hijos
754,bachelor
755,¿qué
756,heuen
757,thanos
758,banger
759,luyo
760,chico
761,kommen
762,tot
763,trikot
764,vorbei
765,grad
766,lohnen
767,ey
768,broke
769,ner
770,blut
771,bahnhofszimmer
772,ran
773,ja
774,zoll
775,vergleich
776,huracán
777,kitzler
778,sagen
779,keinn
780,rote
781,weisst
782,gramm
783,pasa
784,gefällt
785,tickte
786,täuschen
787,loopings
788,taxi
789,beach
790,dealer
791,fussballer
792,geschafft
793,typ
794,dreihundert
795,antwort
796,papi
797,antäuschen
798,artemis
799,puto
800,gegensatz
801,miami
802,bitches
803,zahlen
804,rosen
805,gasolina
806,habs
807,hoch
808,lass
809,direkt
810,lieber
811,gehen
812,sabes
813,ah
814,puma
815,deutschland
816,klappen
817,zeihen
818,legende
819,louis
820,aufm
821,brr
822,happy
823,long
824,echt
825,verdammt
826,knopf
827,amg
828,daydate
829,dunkeln
830,odessa
831,parkdeck
832,sag
833,gebe
834,geben
835,63
836,meistens
837,heh
838,weit
839,scheisse
840,warati
841,halt
842,bring
843,hast
844,laufen
845,flow
846,schassen
847,komm
848,ziel
849,bulgari
850,leben
851,kapitel
852,kilo
853,welt
854,schuss
855,kennst
856,givenchy
857,million
858,hals
859,tag
860,vie
861,island
862,ville
863,nagelneuen
864,eitel
865,wouh
866,goodfellamafiosi
867,übernehmen
868,hobby
869,immer
870,wirke
871,besser
872,bra
873,shoot
874,vuitton
875,chanel
876,bomberjacke
877,autos
878,wildleder
879,diamond
880,derselb
881,eim
882,autopilot
883,kalasch
884,gib
885,oft
886,haze
887,beichtest
888,alleine
889,takt
890,reise
891,bau
892,mhm
893,jajajaja
894,favela
895,rio
896,vollgold
897,bratan
898,observationen
899,yeah
900,einn
901,blick
902,zurück
903,signer
904,jed
905,brra
906,jaja
907,beste
908,einfach
909,seitdem
910,arbeit
911,pumpgun
912,bruch
913,klein
914,bringen
915,ganz
916,baller
917,gaddafi
918,mal
919,trends
920,hattest
921,cest
922,munkelt
923,fero
924,geh
925,schleudersitz
926,lila
927,rappen
928,mache
929,pelz
930,beim
931,raus
932,händen
933,genug
934,gas
935,sklaven
936,leite
937,fero47
938,designer
939,massgeschneidert
940,bam
941,benz
942,nah
943,neider
944,suv
945,heeissen
946,charts
947,trend
948,beende
949,gucci
950,end
951,zwei
952,überrumpelt
953,funkelt
954,74
955,gold
956,batzen
957,ey
958,hah
959,ja
960,hol
961,langsam
962,chéri
963,pow
964,kumpels
965,haus
966,fliegen
967,diggi
968,decken
969,bambabambabam
970,chicagobullscap
971,ende
972,whirlpool
973,seite
974,mallorca
975,ab
976,abfuckt
977,burberry
978,gern
979,traf
980,gepäck
981,hey
982,deshalb
983,einbruch
984,richtung
985,holly
986,polizei
987,dächer
988,favelas
989,collection
990,monopolygeld
991,direkt
992,schlafen
993,tun
994,tiefgarage
995,excusezmoi
996,janeiro
997,gehen
998,ah
999,schluck
1000,hilf
1001,beinbruch
1002,smooth
1003,long
1004,überall
1005,unistudent
1006,fraun
1007,bieten
1008,night
1009,schick
1010,capo
1011,shemshemtherapie
1012,leyla
1013,heyy
1014,strand
1015,magnum
1016,öffnen
1017,bitch
1018,rausgehn
1019,zimmer
1020,bevor
1021,ficken
1022,voll
1023,rausgeh’n
1024,michael
1025,putas
1026,uhuh
1027,gangbang
1028,einpenn’
1029,häng’
1030,beats
1031,skyline
1032,seit
1033,’nem
1034,oh
1035,polaroid
1036,baby
1037,schampus
1038,fahr
1039,ladies
1040,sex
1041,ahh
1042,einpenn
1043,harmonies
1044,club
1045,byebye
1046,kingsizebett
1047,erinnerung
1048,nyc
1049,welcome
1050,tür
1051,yayos
1052,sekt
1053,häng
1054,homes
1055,kümmer
1056,show
1057,liegen
1058,krankesten
1059,shemshem
1060,hotel
1061,sl
1062,kranken
1063,hängen
1064,couch
1065,fantasie
1066,bilder
1067,shem
1068,wochen
1069,suite
1070,merken
1071,wach
1072,kommen
1073,ausblick
1074,ey
1075,uhh
1076,ohah
1077,ner
1078,state
1079,halten
1080,hyatt
1081,ja
1082,hol
1083,hintergrund
1084,hunni
1085,jumeirahsuite
1086,trinkgeld
1087,fahr’
1088,fliegen
1089,zentrum
1090,geb
1091,beach
1092,wand
1093,nackte
1094,ab
1095,aufsteh
1096,miami
1097,gepäck
1098,kafa
1099,lean
1100,gentlemen
1101,hey
1102,dürfen
1103,dafür
1104,aufsteh’
1105,einpennn
1106,richtung
1107,capimo
1108,president
1109,jackson
1110,bye
1111,latenight
1112,bombay
1113,lass
1114,empire
1115,ah
1116,criminal
1117,parkvalet
1118,strandpromenade
1119,küche
1120,geil
1121,chilln
1122,bock
1123,liebe
1124,abdruck
1125,sextape
1126,nochmal
1127,lieg
1128,babe
1129,klatsch
1130,sos
1131,machs
1132,letzten
1133,stripperin
1134,betrunk
1135,arsch
1136,zeit
1137,rocky
1138,brauch
1139,solltest
1140,alleine
1141,baby
1142,herd
1143,sex
1144,nacht
1145,frag
1146,hör
1147,yeah
1148,einn
1149,einfach
1150,mehr
1151,dunkel
1152,club
1153,gedanken
1154,willst
1155,laune
1156,verbiegen
1157,nennn
1158,nachts
1159,wär
1160,bumsen
1161,zwischendrin
1162,ruf
1163,couch
1164,dressier
1165,fantasie
1166,pony
1167,erfüll
1168,schreib
1169,wach
1170,lippenstift
1171,ey
1172,melde
1173,einschlafen
1174,himmlischen
1175,pussy
1176,beförder
1177,wien
1178,ring
1179,grund
1180,uhr
1181,runde
1182,paradies
1183,aufm
1184,genau
1185,kriege
1186,echt
1187,entschuldige
1188,kelch
1189,brauchen
1190,abwehrsystem
1191,fragst
1192,pissed
1193,ruf’
1194,pulsader
1195,uhh–uhh
1196,werd
1197,kolleginnen
1198,schaff’
1199,hast
1200,kleines
1201,stört
1202,gesagt
1203,nehm
1204,jagten
1205,erblick
1206,leichenbeschau
1207,nullkommanichts
1208,treffen
1209,zeit
1210,wenig
1211,schäbiges
1212,mittelpunkt
1213,zeig’
1214,angreifer
1215,urin
1216,panzerangriff
1217,kell
1218,schön
1219,schäm
1220,grantiger
1221,leid
1222,sirene
1223,leg
1224,träum
1225,yeah
1226,einn
1227,blick
1228,bisschen
1229,wecken
1230,kreissäge
1231,riesigen
1232,gerne
1233,einfach
1234,fuss
1235,mehr
1236,ganze
1237,bull
1238,200000
1239,spiel’
1240,weitre
1241,stehen
1242,ambulanzen
1243,jammern
1244,leiden
1245,bullet
1246,absicht
1247,emotionn
1248,flach
1249,raus
1250,elefant
1251,liege
1252,land
1253,dicka
1254,pulli
1255,lehne
1256,teile
1257,natur
1258,drippt
1259,bierchen
1260,personen
1261,leicht
1262,teller
1263,betätige
1264,krass
1265,wach
1266,tot
1267,allein
1268,uhh
1269,ner
1270,gesehn
1271,hol
1272,held
1273,verschont
1274,tuten
1275,peinlich
1276,zeig
1277,kinder
1278,schweige
1279,shit
1280,bespritzt
1281,gang
1282,tee
1283,heult
1284,zufriedengestellt
1285,riff
1286,ab
1287,schneide
1288,warum
1289,geschlafen
1290,scheiss
1291,dämonen
1292,bestellt
1293,tun
1294,lachen
1295,schiffskapitän
1296,–
1297,hängn
1298,groupie
1299,plana
1300,rennen
1301,chayas
1302,amg
1303,darauf
1304,heimweh
1305,verpassen
1306,guck
1307,231
1308,längst
1309,paar
1310,komm
1311,ziel
1312,pic
1313,renn
1314,figlios
1315,fuffi
1316,tick
1317,beats
1318,poli
1319,eim
1320,gallo
1321,avicii
1322,ausser
1323,hamudi
1324,planb
1325,tokio
1326,jed
1327,wohin
1328,rein
1329,renne
1330,schnell
1331,air
1332,musik
1333,abudi
1334,zelle
1335,niemals
1336,dreh
1337,nie
1338,erde
1339,foto
1340,wohnung
1341,flieg
1342,fick
1343,max
1344,mama
1345,zeilen
1346,weeissen
1347,bullen
1348,uzi
1349,hängen
1350,geld
1351,schreiben
1352,kohle
1353,warten
1354,singn
1355,nein
1356,ner
1357,sushi
1358,drauf
1359,halten
1360,hurensohnreporter
1361,hermes
1362,kreise
1363,frisbee
1364,nikezeichen
1365,fersen
1366,kriegen
1367,waffe
1368,lebendig
1369,pseudodeepe
1370,heimat
1371,kritik
1372,wissen
1373,jagt
1374,lieber
1375,glaub
1376,rapsuperstar
1377,scoupé
1378,zuna
1379,greifen
1380,marketing
1381,daydate
1382,importier
1383,jahr
1384,patte
1385,paff
1386,hombre
1387,beifahrersitz
1388,okay
1389,sitz
1390,familie
1391,hotels
1392,aston
1393,bring
1394,brennt
1395,200
1396,rolex
1397,yallah
1398,sammel
1399,paper
1400,pedal
1401,penner
1402,bruder
1403,steig
1404,halloumi
1405,kriminell
1406,welt
1407,ficken
1408,solang
1409,jungs
1410,renn
1411,kenn
1412,unterwegs
1413,10k
1414,unikat
1415,monat
1416,kriminal
1417,saub
1418,knospen
1419,einparken
1420,topten
1421,gib
1422,kontakte
1423,pakete
1424,sky
1425,dope
1426,check
1427,chaye
1428,ghetto
1429,seele
1430,mm
1431,cls
1432,schnell
1433,steine
1434,zähl
1435,panamacity
1436,häng
1437,baller
1438,drück
1439,lamborghini
1440,paffe
1441,egomane
1442,scheine
1443,geh
1444,cillit
1445,rolln
1446,fick
1447,zehnerpaketen
1448,gas
1449,schau
1450,ali
1451,uh
1452,fragen
1453,kmh
1454,hotel
1455,akhi
1456,soda
1457,weeissen
1458,uzi
1459,bang
1460,benz
1461,hängen
1462,heuen
1463,roll
1464,schwarz
1465,koka
1466,mond
1467,unterm
1468,luft
1469,hölle
1470,jahre
1471,drücke
1472,ey
1473,vier
1474,martin
1475,ja
1476,kolibri
1477,cannabis
1478,sagen
1479,pow
1480,tod
1481,nonstop
1482,uniuniversal
1483,krimi
1484,coupé
1485,gras
1486,limit
1487,bleib
1488,geb
1489,mann
1490,gang
1491,ende
1492,boulevard
1493,rollen
1494,ab
1495,kafa
1496,strasse
1497,ocb
1498,richtung
1499,cousin
1500,leb
1501,jaa
1502,paradies
1503,alé
1504,bretter
1505,brr
1506,leute
1507,tijarapara
1508,bleiben
1509,onlygold
1510,überall
1511,tamam
1512,gebe
1513,enes
1514,geben
1515,milli
1516,ass
1517,war’s
1518,ma’
1519,homie
1520,gekomm’n
1521,komm
1522,schon
1523,zerbombt
1524,bruder
1525,gesagt
1526,tyson
1527,ballern
1528,skrrt
1529,brrra
1530,lock
1531,endlich
1532,daulen
1533,tag
1534,skrrah
1535,rappt
1536,nix
1537,rocka
1538,hobby
1539,form
1540,immer
1541,bra
1542,digga
1543,beisse
1544,seit
1545,beiss
1546,label
1547,geglaubt
1548,heiss
1549,klicks
1550,jajajaja
1551,überfall
1552,jajajajaja
1553,killer
1554,einn
1555,jed
1556,brra
1557,vorne
1558,kick
1559,zerfickt
1560,hamam
1561,wars
1562,flows
1563,zähl
1564,bringen
1565,brrr
1566,lage
1567,mal
1568,mero
1569,eins
1570,testen
1571,lila
1572,gar
1573,jackycola
1574,mache
1575,beruf
1576,fick
1577,liegen
1578,tragen
1579,jajaja
1580,baller’
1581,chicks
1582,roli
1583,bam
1584,sixer
1585,abi
1586,hater
1587,heuen
1588,mike
1589,hmhm
1590,rauch
1591,wah
1592,kies
1593,finden
1594,kennen
1595,gibt’s
1596,kickt
1597,ey
1598,blueberry
1599,ja
1600,piddi
1601,pisser
1602,mermi
1603,weisst
1604,meral
1605,family
1606,wichser
1607,haus
1608,diggi
1609,rapper
1610,unten
1611,mann
1612,neymar
1613,folge
1614,fickt
1615,hey
1616,visacard
1617,goen
1618,qdh
1619,scheiss
1620,parts
1621,wissen
1622,leis
1623,lieber
1624,fick’
1625,mix
1626,champagner
1627,pack
1628,warnung
1629,treten
1630,zuhaus
1631,bunker
1632,täuschst
1633,lernen
1634,platzen
1635,liebe
1636,vertrauen
1637,okay
1638,rauben
1639,familie
1640,nehmn
1641,nimm
1642,wahrheit
1643,riskiert
1644,schon
1645,lassen
1646,leben
1647,adler
1648,pfleg
1649,gesagt
1650,kriminell
1651,niemand
1652,steak
1653,tag
1654,zehn
1655,gibts
1656,immer
1657,wasser
1658,sterben
1659,dieb
1660,wenig
1661,liebt
1662,knien
1663,rennt
1664,ihnn
1665,alleine
1666,sicher
1667,schwache
1668,erledigen
1669,nehmen
1670,banken
1671,nacht
1672,hör
1673,stiefeln
1674,satt
1675,wort
1676,jed
1677,wolfen
1678,ärmsten
1679,gebrochen
1680,ruhe
1681,harmlos
1682,trinken
1683,tonne
1684,arbeit
1685,brüder
1686,warme
1687,helfen
1688,grossmaul
1689,vogel
1690,schwachen
1691,neben
1692,niemals
1693,nie
1694,mark
1695,ehre
1696,haufen
1697,tief
1698,liegen
1699,fangen
1700,müssen
1701,vater
1702,neuer
1703,frau
1704,prozent
1705,kalte
1706,tigern
1707,erstes
1708,gelegenheit
1709,brot
1710,werten
1711,bauch
1712,geld
1713,augen
1714,hungrigen
1715,teilen
1716,diebe
1717,alte
1718,reichen
1719,kommen
1720,freundschaft
1721,höh
1722,staat
1723,statt
1724,gesetz
1725,benehmen
1726,wolln
1727,blut
1728,hände
1729,schwimmt
1730,wald
1731,schande
1732,nenn
1733,tod
1734,gefährlich
1735,stille
1736,löchern
1737,kleiner
1738,kind
1739,fliegen
1740,stehend
1741,armen
1742,versprechen
1743,gern
1744,davon
1745,herzen
1746,freund
1747,reden
1748,schläft
1749,papa
1750,ehrlich
1751,gauner
1752,bekommen
1753,zählen
1754,sonne
1755,lieber
1756,gehen
1757,glauben
1758,knochen
1759,brr
1760,leute
1761,zuna
1762,augenmass
1763,block
1764,pakistaner
1765,material
1766,kugel
1767,explodiern
1768,amg
1769,verdoppeln
1770,rechnung
1771,drehn
1772,sag
1773,sonnenuntergang
1774,geben
1775,kunden
1776,deinn
1777,paar
1778,panama
1779,komm
1780,beifahrer
1781,massaker
1782,andren
1783,sirenn
1784,normal
1785,hyänn
1786,wer
1787,untergehen
1788,nachdem
1789,tag
1790,lager
1791,palaver
1792,immer
1793,ziehen
1794,attrappen
1795,zeit
1796,bulln
1797,ess
1798,tausendmal
1799,kontakte
1800,ihnn
1801,nikki
1802,zeugen
1803,suchen
1804,frag
1805,hör
1806,lucry
1807,alcantara
1808,einn
1809,jed
1810,kristallen
1811,mercedes
1812,trinken
1813,leder
1814,hellwach
1815,mehr
1816,club
1817,kooperierst
1818,runden
1819,rufen
1820,weisen
1821,ganz
1822,wumme
1823,stürm
1824,gewinn
1825,fick
1826,ballermann
1827,mama
1828,yamaha
1829,tirana
1830,lad
1831,meinn
1832,havana
1833,weeissen
1834,abdul
1835,stimmen
1836,aussage
1837,azet
1838,sitzen
1839,albaner
1840,siehst
1841,roll
1842,hassen
1843,plan
1844,kipp
1845,batzen
1846,luft
1847,grad
1848,stehn
1849,suchst
1850,jussara
1851,überleg
1852,kurse
1853,schlaf
1854,ja
1855,jag
1856,acht
1857,capi
1858,plus
1859,arabern
1860,begegne
1861,pussy
1862,machst
1863,kopf
1864,klar
1865,fluchtwagen
1866,schlange
1867,ananas
1868,ohwey
1869,mann
1870,rauszuholen
1871,kosovë
1872,scharfe
1873,stoff
1874,richtung
1875,albi
1876,stimmung
1877,grund
1878,sonne
1879,lass
1880,tausend
1881,katana
1882,jaa
1883,gehen
1884,gleich
1885,chapfuh
1886,habt
1887,jemand
1888,hochsteig
1889,passiert
1890,bleibst
1891,meist
1892,ginge
1893,sag
1894,reden—
1895,besitzt
1896,piste
1897,drum
1898,gebe
1899,mutter
1900,hand
1901,sieger
1902,ratten
1903,fühln
1904,papas
1905,sagst
1906,halt
1907,laufen
1908,freunde
1909,komm
1910,wurd
1911,ziel
1912,leben
1913,wer
1914,niemand
1915,verwirklicht
1916,ficken
1917,mitte
1918,kämen
1919,kickdown
1920,nix
1921,abgehakt
1922,dinge
1923,silbe
1924,fäden
1925,immer
1926,boom
1927,reeissen
1928,songs
1929,seit
1930,hehl
1931,tausendmal
1932,gross
1933,trotzdem
1934,abgeschrieben
1935,dachte
1936,sehn
1937,reih
1938,hör
1939,pumpen
1940,yeah
1941,heliumballon
1942,jed
1943,durchgemacht
1944,mehr
1945,wohin
1946,regeln
1947,neu
1948,zunge
1949,überlistet
1950,hoffen
1951,tür
1952,gunst
1953,ebene
1954,nem
1955,sehen
1956,träume
1957,waldemar
1958,geh
1959,scheitern
1960,nie
1961,geboren
1962,erwarten
1963,ichs
1964,woher
1965,müssen
1966,viertel
1967,erstickst
1968,schmeckt
1969,dicka
1970,publiziert
1971,erleben
1972,erzähln
1973,weeissen
1974,ändern
1975,wär
1976,habn
1977,bonzenkinder
1978,gemacht
1979,türkisch
1980,kreuzberger
1981,heuen
1982,schicksal
1983,schlag
1984,kohle
1985,schwarz
1986,schaffen
1987,vielleicht
1988,erinnern
1989,zwei
1990,kommen
1991,allein
1992,deutsch
1993,kaufen
1994,wolln
1995,wirkst
1996,68
1997,gewartet
1998,blicken
1999,sagen
2000,weisst
2001,spiel
2002,gespräch
2003,bestimmt
2004,wert
2005,bewusst
2006,lang
2007,klar
2008,triumph
2009,schlummert
2010,geb
2011,unten
2012,eh
2013,daraus
2014,gönn
2015,wien
2016,feinde
2017,gesellschaft
2018,jahrzehnten
2019,reden
2020,gönnst
2021,strasse
2022,daran
2023,story
2024,durchdringen
2025,wissen
2026,grund
2027,könnnen
2028,hats
2029,tausend
2030,glauben
2031,schild
2032,ausprobiert
2033,neid
2034,gewusst
2035,geheule
2036,vergiftete
2037,kleinmachen
2038,habt
2039,kartenhaus
2040,zeihen
2041,legende
2042,steige
2043,ps
2044,bleiben
2045,echt
2046,cali
2047,revoir
2048,namen
2049,sag
2050,pendeln
2051,beifahrersitz
2052,geben
2053,sitz
2054,milli
2055,weit
2056,nikes
2057,deinn
2058,gekentert
2059,erwartest
2060,kommn
2061,bitten
2062,bring
2063,pardons
2064,bro
2065,verpass
2066,sprechen
2067,bitch
2068,komm
2069,handgelenk
2070,lassen
2071,bruder
2072,skrrt
2073,fendi
2074,nix
2075,nagelneuen
2076,wouh
2077,immer
2078,besser
2079,nummer
2080,bulln
2081,entleern
2082,brauch
2083,wenig
2084,gib
2085,westen
2086,label
2087,ihnn
2088,baby
2089,nehmen
2090,dieselb
2091,ernst
2092,mhm
2093,magazin
2094,patron
2095,f9
2096,jed
2097,fremd
2098,jaja
2099,cash
2100,jump
2101,italienisch
2102,brüder
2103,rolis
2104,verballer
2105,audemars
2106,langer
2107,helfen
2108,schnell
2109,lets
2110,450
2111,psis
2112,willst
2113,niemals
2114,eins
2115,piguet
2116,catchen
2117,testen
2118,schuhe
2119,gangster
2120,bentley
2121,pardon
2122,händen
2123,dresscode
2124,tragen
2125,mieser
2126,hu
2127,lästern
2128,28
2129,denken
2130,roli
2131,weeissen
2132,moruk
