,words
10654,costa
10655,candy
10656,soulflower
10657,somo
10658,laflare
10659,rocka
10660,else
10661,mask
10662,smokepurpp
10663,dior
10664,belle
10665,raksu
10666,getting
10667,pop
10668,ross
10669,boom
10670,bien
10671,reese
10672,blackbear
10673,boy
10674,glass
10675,whistle
10676,maliibu
10677,like
10678,radio
10679,baby
10680,rick
10681,patrol
10682,almighty
10683,naomi
10684,wish
10685,leave
10686,somebody
10687,saadiq
10688,beachwood
10689,dana
10690,post
10691,stafford
10692,twinnie
10693,summertime
10694,devin
10695,social
10696,visualize
10697,fangclub
10698,vulture
10699,rotate
10700,club
10701,slump
10702,live
10703,tyme
10704,pavilion
10705,mez
10706,taku
10707,mamacita
10708,suit
10709,light
10710,problemas
10711,head
10712,wild
10713,mar
10714,girl
10715,jeezy
10716,jay
10717,buddha
10718,collier
10719,segall
10720,dont
10721,motivate
10722,house
10723,affection
10724,culture
10725,blink182
10726,farruko
10727,spaceship
10728,max
10729,vanderbeck
10730,lil
10731,brother
10732,raphael
10733,summer
10734,yebba
10735,banda
10736,derulo
10737,flashin
10738,mick
10739,god
10740,dirty
10741,rosalía
10742,guapdad
10743,somethin
10744,xcx
10745,flannery
10746,delightful
10747,matt
10748,mokita
10749,laye
10750,bts
10751,iamsu
10752,run
10753,dreamville
10754,turner
10755,vida
10756,jaden
10757,feat
10758,stapleton
10759,dominic
10760,malone
10761,bonobo
10762,sam
10763,mike
10764,dark
10765,voice
10766,honeyweed
10767,dangerous
10768,burna
10769,justice
10770,bexy
10771,big
10772,ba
10773,blow
10774,milionària
10775,4000
10776,glory
10777,03
10778,love
10779,miitch
10780,fike
10781,flux
10782,press
10783,mirror
10784,deathbyromy
10785,vaughns
10786,goodbye
10787,thinking
10788,wont
10789,buddy
10790,dimitri
10791,slee
10792,friend
10793,instagram
10794,jojo
10795,rich
10796,snow
10797,ty
10798,masochistic
10799,cellout
10800,shit
10801,hungover
10802,mat
10803,forever
10804,piso
10805,blithe
10806,21
10807,mahalia
10808,shaw
10809,recordar
10810,jenni
10811,rayven
10812,lift
10813,paris
10814,scarlxrd
10815,iann
10816,fool
10817,xxxtc
10818,aparentemente
10819,brooke
10820,matter
10821,part
10822,history
10823,black
10824,rivera
10825,beast
10826,ride
10827,flexin
10828,machine
10829,clockwise
10830,day
10831,rider
10832,talk
10833,simmer
10834,zo
10835,versión
10836,ernest
10837,dounia
10838,jid
10839,gone
10840,damage
10841,cassie
10842,salt
10843,blacc
10844,amber
10845,time
10846,want
10847,lichterfeldesüd
10848,night
10849,since
10850,darby
10851,gray
10852,nawal
10853,panamera
10854,anymore
10855,pay
10856,last
10857,started
10858,thug
10859,go
10860,stop
10861,flow
10862,train
10863,cigarette
10864,wallah
10865,scream
10866,shedding
10867,upper
10868,ill
10869,glowing
10870,know
10871,like
10872,drive
10873,tear
10874,baby
10875,dad
10876,flee
10877,shop
10878,247
10879,see
10880,give
10881,déjàvu
10882,blue
10883,awake
10884,heart
10885,everything
10886,fall
10887,underground
10888,fat
10889,first
10890,lamborghini
10891,early
10892,loud
10893,cassette
10894,5k
10895,leaving
10896,every
10897,shemshem
10898,might
10899,iniesta
10900,money
10901,world
10902,god
10903,take
10904,combi
10905,year
10906,cold
10907,gin
10908,cheek
10909,today
10910,counting
10911,guy
10912,kohl
10913,baba
10914,anything
10915,bet
10916,next
10917,city
10918,tesla
10919,rob
10920,exactly
10921,one
10922,yesterday
10923,rain
10924,manchester
10925,class
10926,junkie
10927,yes
10928,ago
10929,care
10930,stairwell
10931,build
10932,u
10933,lower
10934,cry
10935,pick
10936,jersey
10937,praying
10938,rrah
10939,mom
10940,damned
10941,fuck
10942,zombie
10943,vein
10944,studio
10945,coin
10946,night
10947,earning
10948,make
10949,back
10950,always
10951,rather
10952,jewelry
10953,therapy
10954,damn
10955,adrenaline
10956,making
10957,even
10958,bark
10959,stop
10960,mula
10961,loco
10962,number
10963,broken
10964,dog
10965,vie
10966,energy
10967,clothes
10968,calamari
10969,planet
10970,throw
10971,like
10972,drive
10973,plate
10974,another
10975,cuban
10976,wave
10977,forward
10978,tough
10979,yeah
10980,give
10981,drinking
10982,negro
10983,board
10984,awake
10985,pee
10986,club
10987,thousand
10988,psychopath
10989,ups
10990,look
10991,fifty
10992,berlin
10993,push
10994,pocket
10995,head
10996,cest
10997,millies
10998,100
10999,microphone
11000,park
11001,mama
11002,hungry
11003,money
11004,brother
11005,uh
11006,kmh
11007,grabbing
11008,lot
11009,doe
11010,spit
11011,much
11012,thats
11013,ocean
11014,moving
11015,jacky
11016,bureaucrat
11017,aggressive
11018,abi
11019,today
11020,hater
11021,get
11022,huhuu
11023,fast
11024,good
11025,useless
11026,amusement
11027,side
11028,morning
11029,say
11030,wa
11031,abudhabi
11032,focus
11033,hennessyvitamin
11034,packetssattla
11035,stay
11036,turbo
11037,evergreen
11038,yes
11039,word
11040,siggi
11041,diggi
11042,lucio
11043,bolt
11044,car
11045,feel
11046,matter
11047,kafa
11048,mode
11049,tilidin
11050,watt
11051,karate
11052,alive
11053,black
11054,dollar
11055,huuhh
11056,quake
11057,lightning
11058,hundred
11059,zlatan
11060,need
11061,talk
11062,garden
11063,latte
11064,bloodstream
11065,cigar
11066,empty
11067,chill
11068,rapmontana
11069,smooth
11070,tomfordplayer
11071,homies
11072,everyday
11073,ice
11074,808
11075,okay
11076,police
11077,style
11078,shindy
11079,schon
11080,tag
11081,boom
11082,später
11083,sonnenschein
11084,oh
11085,verona
11086,baby
11087,egal
11088,einn
11089,sommer
11090,wolken
11091,makaveli
11092,herz
11093,hahaha
11094,dripp
11095,flippen
11096,ganz
11097,shape
11098,eyez
11099,babyblau
11100,weed
11101,genug
11102,fade
11103,money
11104,droptop
11105,macht
11106,ruf
11107,geld
11108,grau
11109,onemilliondollarsmile
11110,ogs
11111,haut
11112,weiß
11113,braun
11114,sony
11115,smoke
11116,stress
11117,blubb
11118,okidoki
11119,na
11120,heiß
11121,papi
11122,daddy
11123,rieche
11124,oud
11125,cruis
11126,huschhusch
11127,nokia
11128,jagt
11129,drama
11130,hoe
11131,ah
11132,droppen
11133,–
11134,meim
11135,xxl
11136,ricky
11137,control
11138,boosie
11139,drownmilli
11140,chainz
11141,threat
11142,polo
11143,tiny
11144,pusha
11145,top
11146,thug
11147,offset
11148,homie
11149,bummer
11150,tpain
11151,street
11152,young
11153,yellow
11154,underachiever
11155,ybn
11156,shot
11157,kelly
11158,dinero
11159,johnny
11160,laflare
11161,mask
11162,kid
11163,like
11164,ynw
11165,jogger
11166,chateau
11167,bad
11168,rainy
11169,tyga
11170,wish
11171,truth
11172,leave
11173,september
11174,return
11175,leg
11176,scott
11177,cole
11178,roddy
11179,stevie
11180,october
11181,ion
11182,slump
11183,magic
11184,girl
11185,chance
11186,yk
11187,pat
11188,nocap
11189,poison
11190,yung
11191,beezy
11192,stick
11193,2
11194,marv
11195,cold
11196,cardi
11197,effortless
11198,earthgang
11199,killstation
11200,nle
11201,joey
11202,jaden
11203,feat
11204,many
11205,fn
11206,khaled
11207,gold
11208,salute
11209,snake
11210,quan
11211,side
11212,hot
11213,city
11214,april
11215,syphilis
11216,meat
11217,lonr
11218,adam
11219,focus
11220,stress
11221,lee
11222,nyck
11223,quando
11224,logic
11225,issa
11226,london
11227,antisocial
11228,fly
11229,moneybagg
11230,really
11231,versace
11232,high
11233,december
11234,lie
11235,future
11236,ride
11237,goldlink
11238,hurt
11239,ionevenrap
11240,scarred
11241,toe
11242,yaweh
11243,jid
11244,tic
11245,mustard
11246,vory
11247,longway
11248,sloan
11249,time
11250,noize
11251,excuse
11252,mud
11253,shotta
11254,wow
11255,yella
11256,3
11257,vega
11258,klan
11259,goodmorningtokyo
11260,sandler
11261,limbo
11262,key
11263,stop
11264,flow
11265,calboy
11266,denzel
11267,jace
11268,ecstasy
11269,minimizya
11270,dream
11271,penny
11272,bop
11273,option
11274,primal
11275,zoink
11276,paak
11277,sun
11278,reese
11279,blackbear
11280,west
11281,montana
11282,toc
11283,zuu
11284,tecca
11285,right
11286,sky
11287,travis
11288,pump
11289,waitin
11290,peta
11291,puke
11292,box
11293,flipp
11294,wop
11295,real
11296,january
11297,suge
11298,mez
11299,tie
11300,blueface
11301,hoodie
11302,quavo
11303,mar
11304,middle
11305,nudy
11306,yg
11307,show
11308,move
11309,bekon
11310,detective
11311,money
11312,dirty
11313,tearz
11314,krit
11315,new
11316,gym
11317,gucci
11318,ba
11319,caroline
11320,one
11321,goddamn
11322,lanez
11323,rembrandt
11324,turbo
11325,rich
11326,snow
11327,ty
11328,bezerk
11329,21
11330,forever
11331,flower
11332,wand
11333,slow
11334,bell
11335,rapper
11336,yungeen
11337,melly
11338,aint
11339,gang
11340,search
11341,playthatboizay
11342,mixed
11343,walk
11344,ransom
11345,stunna
11346,headed
11347,prove
11348,4
11349,architect
11350,code
11351,fuck
11352,zion
11353,rylo
11354,sitter
11355,rodriguez
11356,rvssia
11357,rica
11358,sheeran
11359,wasteman
11360,grave
11361,ski
11362,speedboat
11363,enemy
11364,clout
11365,lizzo
11366,back
11367,alone
11368,believe
11369,proud
11370,staple
11371,last
11372,go
11373,lucci
11374,durk
11375,woah
11376,cj
11377,comethazine
11378,easy
11379,b
11380,vibrate
11381,g
11382,qtr
11383,swerve
11384,running
11385,pop
11386,boy
11387,dyin
11388,fargo
11389,akthesavior
11390,anthem
11391,baby
11392,rick
11393,chariot
11394,made
11395,dope
11396,kiddo
11397,cordae
11398,parking
11399,xxxtentacion
11400,post
11401,dj
11402,child
11403,birdz
11404,4th
11405,badazz
11406,stone
11407,tyler
11408,meechy
11409,confetti
11410,tory
11411,wayne
11412,blackjack
11413,got
11414,march
11415,aap
11416,wit
11417,french
11418,july
11419,rnp
11420,world
11421,knight
11422,lot
11423,god
11424,brown
11425,mill
11426,left
11427,juice
11428,vince
11429,run
11430,schoolboy
11431,section
11432,choppa
11433,cudi
11434,halsey
11435,dababy
11436,eminem
11437,love
11438,ferg
11439,creator
11440,goodbye
11441,mane
11442,buddy
11443,wrld
11444,friend
11445,kream
11446,breed
11447,kirk
11448,sx
11449,ign
11450,king
11451,tee
11452,grow
11453,short
11454,hey
11455,bazzi
11456,beast
11457,bada
11458,machine
11459,day
11460,well
11461,richer
11462,pink
11463,boogie
11464,zombie
11465,addiction
11466,savage
11467,want
11468,find
11469,youngboy
11470,ksi
11471,darko
11472,shower
11473,dolla
11474,never
11475,please
11476,q
11477,earfquake
11478,best
11479,flooded
11480,stadium
11481,rondo
11482,snitchin
11483,gun
11484,swae
11485,costa
11486,august
11487,osiris
11488,takeoff
11489,brian
11490,worry
11491,smokepurpp
11492,ross
11493,nf
11494,rocky
11495,oh
11496,meek
11497,personality
11498,anderson
11499,madeintyo
11500,kanye
11501,give
11502,idk
11503,24heavy
11504,ashley
11505,caution
11506,erick
11507,danny
11508,tyla
11509,strike
11510,rxdical
11511,quality
11512,errybody
11513,clear
11514,bandit
11515,pnb
11516,anonymuz
11517,mama
11518,lil
11519,imperfect
11520,revenge
11521,yfn
11522,coast
11523,clever
11524,sailor
11525,madness
11526,peewee
11527,november
11528,3am
11529,flatbush
11530,dreamville
11531,celebrate
11532,problemz
11533,ace
11534,sasha
11535,malone
11536,leveon
11537,big
11538,aminé
11539,ricch
11540,morgue
11541,saweetie
11542,curry
11543,gunna
11544,ballin
11545,rack
11546,maxo
11547,gospel
11548,broke
11549,soho
11550,legacy
11551,guapdad4000
11552,tokyo
11553,june
11554,lute
11555,remix
11556,tjay
11557,grizzley
11558,cokewhite
11559,hitboy
11560,may
11561,nightmare
11562,ring
11563,fabolous
11564,rip
11565,drake
11566,february
11567,jewel
11568,rock
11569,knock
11570,rap
11571,ands
11572,mile
11573,time
11574,better
11575,want
11576,bout
11577,shinin
11578,find
11579,turn
11580,gifted
11581,wan na
11582,make
11583,always
11584,ironic
11585,rocked
11586,sober
11587,never
11588,fate
11589,top
11590,tryna
11591,even
11592,go
11593,stuff
11594,existence
11595,shiftin
11596,wrist
11597,bring
11598,youre
11599,numb
11600,lit
11601,stop
11602,drop
11603,dismissed
11604,bitch
11605,seam
11606,20
11607,scheme
11608,zales
11609,gettin
11610,phone
11611,call
11612,fendi
11613,dream
11614,nobody
11615,lock
11616,deal
11617,came
11618,wished
11619,worry
11620,spitting
11621,couldnt
11622,else
11623,mean
11624,rockin
11625,pop
11626,diamond
11627,without
11628,know
11629,boy
11630,gon
11631,town
11632,kid
11633,like
11634,50
11635,buts
11636,wear
11637,em
11638,taco
11639,old
11640,another
11641,balenciaga
11642,feelin
11643,check
11644,crack
11645,addict
11646,said
11647,shop
11648,yeah
11649,business
11650,give
11651,prevail
11652,buy
11653,conversation
11654,tonight
11655,goin
11656,fresh
11657,club
11658,funny
11659,stupid
11660,would
11661,real
11662,everything
11663,born
11664,look
11665,deathbed
11666,air
11667,already
11668,paid
11669,sleep
11670,head
11671,cause
11672,wanted
11673,dress
11674,talkin
11675,private
11676,got
11677,popped
11678,isnt
11679,great
11680,nothin
11681,dont
11682,show
11683,might
11684,splitting
11685,bottle
11686,money
11687,stick
11688,eyelid
11689,hangin
11690,denim
11691,rappin
11692,game
11693,year
11694,thats
11695,squeezin
11696,song
11697,cold
11698,straight
11699,list
11700,yet
11701,buscemis
11702,missed
11703,today
11704,get
11705,ipswich
11706,quick
11707,remember
11708,name
11709,guy
11710,billboard
11711,good
11712,voice
11713,10
11714,tomorrow
11715,people
11716,big
11717,blow
11718,anything
11719,bigger
11720,kickin
11721,must
11722,eminem
11723,thought
11724,ballin
11725,twisted
11726,skinny
11727,spoil
11728,nineinch
11729,sick
11730,trl
11731,nail
11732,huh
11733,face
11734,wa
11735,minute
11736,whip
11737,appeal
11738,dead
11739,bein
11740,locked
11741,rich
11742,climbed
11743,ayy
11744,jean
11745,tokyo
11746,seein
11747,sale
11748,start
11749,misfit
11750,shit
11751,lipstick
11752,eight
11753,saga
11754,fuckin
11755,15
11756,way
11757,bell
11758,bergdorf
11759,really
11760,fly
11761,aint
11762,christmas
11763,king
11764,grew
11765,feel
11766,doubt
11767,forgot
11768,wife
11769,fact
11770,put
11771,mixed
11772,cent
11773,tell
11774,uhhuh
11775,watch
11776,hey
11777,singing
11778,openair
11779,chart
11780,quit
11781,clean
11782,mic
11783,well
11784,id
11785,day
11786,red
11787,lyric
11788,delaware
11789,became
11790,hoe
11791,drip
11792,super
11793,insanity
11794,til
11795,still
11796,episode
11797,rock
11798,sing
11799,long
11800,time
11801,want
11802,prefer
11803,saw
11804,ven
11805,got ta
11806,open
11807,takin
11808,ice
11809,wan na
11810,jungle
11811,jordan
11812,never
11813,go
11814,mano
11815,amo
11816,free
11817,stop
11818,field
11819,drop
11820,genie
11821,white
11822,forest
11823,sign
11824,givin
11825,fur
11826,join
11827,fever
11828,skrrt
11829,dream
11830,came
11831,ay
11832,michael
11833,green
11834,bardi
11835,sun
11836,diamond
11837,know
11838,toma
11839,oh
11840,vice
11841,like
11842,flawless
11843,drive
11844,thing
11845,could
11846,baby
11847,glad
11848,leave
11849,tongue
11850,leg
11851,yeah
11852,suddenly
11853,see
11854,lip
11855,rub
11856,jump
11857,lover
11858,i ’ m
11859,border
11860,cuerpo
11861,pourin
11862,live
11863,angel
11864,mamacita
11865,across
11866,think
11867,push
11868,acá
11869,lamborghini
11870,cause
11871,girl
11872,dress
11873,little
11874,got
11875,album
11876,she ’ s
11877,near
11878,lil
11879,quiero
11880,uh
11881,spot
11882,thigh
11883,temblando
11884,brown
11885,okurrr
11886,water
11887,somethin
11888,nah
11889,eye
11890,get
11891,smile
11892,name
11893,mmm
11894,watching
11895,sentir
11896,don ’ t
11897,bailar
11898,woo
11899,lookin
11900,life
11901,finally
11902,love
11903,say
11904,rain
11905,mami
11906,buenos
11907,whip
11908,closet
11909,shine
11910,wont
11911,bust
11912,rising
11913,borin
11914,gon na
11915,word
11916,ayy
11917,something
11918,won ’ t
11919,pull
11920,kiss
11921,way
11922,really
11923,name—hey
11924,caramel
11925,risk
11926,curve
11927,put
11928,hair
11929,south
11930,hey
11931,hip
11932,bed
11933,ball
11934,wearin
11935,well
11936,ring
11937,explore
11938,need
11939,sweat
11940,aire
11941,darling
11942,type
11943,ah
11944,foreign
11945,wedding
11946,wake
11947,beautiful
11948,rrrat
11949,margarita
11950,til
11951,crazy
11952,traveled
11953,rap
11954,bow
11955,try
11956,sing
11957,mile
11958,global
11959,glam
11960,time
11961,want
11962,fault
11963,away
11964,brow
11965,blowin
11966,ted
11967,got ta
11968,wembley
11969,grime
11970,woop
11971,night
11972,help
11973,back
11974,wan na
11975,gauge
11976,alone
11977,goon
11978,never
11979,hand
11980,glitz
11981,pint
11982,top
11983,spread
11984,went
11985,go
11986,woah
11987,youre
11988,stop
11989,flow
11990,rhyme
11991,drippin
11992,chat
11993,ap
11994,twanged
11995,bass
11996,took
11997,phone
11998,stadium
11999,neeky
12000,enough
12001,nobody
12002,crown
12003,million
12004,shooter
12005,deal
12006,rome
12007,amazin
12008,tag
12009,planned
12010,place
12011,badingham
12012,michael
12013,fit
12014,clothes
12015,case
12016,getting
12017,ripping
12018,shoot
12019,jet
12020,hit
12021,home
12022,closed
12023,told
12024,boy
12025,oh
12026,squeeze
12027,vibranium
12028,town
12029,like
12030,thing
12031,tear
12032,em
12033,right
12034,made
12035,track
12036,slot
12037,sky
12038,leave
12039,half
12040,ive
12041,said
12042,hell
12043,yeah
12044,grossed
12045,feeling
12046,give
12047,done
12048,arrived
12049,billi
12050,teddy
12051,stupid
12052,gd
12053,would
12054,online
12055,pen
12056,stormz
12057,think
12058,glasto
12059,heading
12060,cause
12061,little
12062,soul
12063,middle
12064,got
12065,gram
12066,scuba
12067,alien
12068,beef
12069,two
12070,prick
12071,dont
12072,cloud
12073,move
12074,sound
12075,low
12076,ceilin
12077,2015
12078,bit
12079,titanium
12080,headline
12081,wrapping
12082,take
12083,wet
12084,deep
12085,thats
12086,doe
12087,drink
12088,year
12089,plane
12090,crucified
12091,straight
12092,brit
12093,new
12094,get
12095,unified
12096,let
12097,remember
12098,guy
12099,mike
12100,pub
12101,people
12102,ever
12103,big
12104,rm11
12105,younger
12106,sick
12107,bought
12108,love
12109,12
12110,wa
12111,neek
12112,supermalts
12113,dived
12114,friend
12115,yes
12116,5970
12117,shit
12118,london
12119,way
12120,aint
12121,gang
12122,ten
12123,high
12124,divide
12125,remix
12126,write
12127,wing
12128,lie
12129,south
12130,tour
12131,youll
12132,daily
12133,mix
12134,ride
12135,packet
12136,headed
12137,quite
12138,rip
12139,need
12140,crisp
12141,sweat
12142,win
12143,banged
12144,havent
12145,kidding
12146,horse
12147,ahead
12148,gone
12149,gave
12150,mine
12151,rave
12152,keep
12153,speak
12154,rock
12155,manage
12156,want
12157,find
12158,got ta
12159,wan na
12160,hatin
12161,lose
12162,number
12163,you—
12164,phone
12165,cryin
12166,hopin
12167,oh
12168,like
12169,baby
12170,danger
12171,feelin
12172,leave
12173,yeah
12174,done
12175,diallin
12176,awake
12177,tonight
12178,heart
12179,break
12180,shame
12181,look
12182,sleep
12183,round
12184,dont
12185,move
12186,healin
12187,game
12188,desperate
12189,lookin
12190,love
12191,stay
12192,become
12193,wont
12194,start
12195,fear
12196,way
12197,lie
12198,tell
12199,dialling
12200,stickin
12201,pressure
12202,keep
12203,crazy
12204,try
12205,hurting
12206,want
12207,find
12208,open
12209,always
12210,inside
12211,youre
12212,please
12213,scared
12214,broken
12215,best
12216,nobody
12217,apart
12218,met
12219,choosing
12220,else
12221,ill
12222,speaks
12223,know
12224,oh
12225,gon
12226,nothing
12227,like
12228,thing
12229,tear
12230,right
12231,baby
12232,ive
12233,yeah
12234,heart
12235,break
12236,lover
12237,real
12238,fall
12239,think
12240,cause
12241,isnt
12242,dont
12243,trust
12244,lot
12245,delicate
12246,let
12247,people
12248,ever
12249,repeat
12250,love
12251,gon na
12252,start
12253,past
12254,feel
12255,history
12256,still
12257,corny
12258,rap
12259,want
12260,cap
12261,melody
12262,grind
12263,canada
12264,tryna
12265,alright
12266,go
12267,went
12268,brought
12269,wrist
12270,bitch
12271,lucy
12272,paper
12273,haha
12274,lalalala
12275,else
12276,naw
12277,sussy
12278,boy
12279,nothing
12280,like
12281,baby
12282,pipe
12283,check
12284,lalala
12285,flame
12286,girly
12287,married
12288,looseygoosey
12289,modest
12290,door
12291,girl
12292,little
12293,popped
12294,got
12295,shashasha
12296,nana
12297,low
12298,stride
12299,school
12300,bit
12301,callin
12302,money
12303,withdraw
12304,cold
12305,score
12306,ahah
12307,north
12308,forget
12309,lockjaw
12310,gucci
12311,dada
12312,woo
12313,side
12314,dick
12315,finally
12316,ran
12317,careful
12318,say
12319,bankroll
12320,whip
12321,shine
12322,perform
12323,thanks
12324,ayy
12325,eight
12326,really
12327,bank
12328,guap
12329,fool
12330,amex
12331,cool
12332,singing
12333,nanananananana
12334,hundred
12335,ring
12336,bananana
12337,pink
12338,lyric
12339,dadadada
12340,gave
12341,wonder
12342,jewel
12343,keep
12344,body
12345,earnings
12346,test
12347,rap
12348,swervin ’
12349,pack
12350,try
12351,knock
12352,long
12353,want
12354,block
12355,waiting
12356,enemy
12357,purse
12358,turn
12359,wan na
12360,back
12361,make
12362,alone
12363,okay
12364,inside
12365,louboutin
12366,adrenaline
12367,dm
12368,lit
12369,youre
12370,worth
12371,bitch
12372,mac
12373,cant
12374,scream
12375,ap
12376,dream
12377,flat
12378,swervin
12379,opps
12380,nigga
12381,couldnt
12382,v
12383,diamond
12384,oh
12385,perfect
12386,worst
12387,gon
12388,like
12389,person
12390,right
12391,surface
12392,that ’ s
12393,track
12394,leave
12395,killer
12396,yeah
12397,pump
12398,waitin
12399,see
12400,act
12401,give
12402,double
12403,i ’ m
12404,would
12405,everything
12406,look
12407,live
12408,fall
12409,air
12410,freeze
12411,think
12412,lobby
12413,cause
12414,little
12415,talkin
12416,got
12417,backup
12418,dont
12419,uh
12420,designer
12421,nervous
12422,dirty
12423,god
12424,knee
12425,thats
12426,hollow
12427,much
12428,left
12429,ima
12430,cold
12431,song
12432,swear
12433,new
12434,turnin
12435,ruger
12436,ex
12437,run
12438,get
12439,teeth
12440,curvy
12441,name
12442,covered
12443,tint
12444,fn
12445,big
12446,rugers
12447,grrat
12448,hot
12449,thought
12450,dick
12451,life
12452,deserve
12453,ain ’ t
12454,love
12455,rob
12456,say
12457,thirsty
12458,one
12459,wa
12460,spin
12461,blame
12462,curvin
12463,used
12464,ayy
12465,mind
12466,shit
12467,pull
12468,john
12469,london
12470,fuckin
12471,forty
12472,way
12473,bleedin ’
12474,aint
12475,amazing
12476,feel
12477,catch
12478,rushin
12479,tip
12480,day
12481,clip
12482,curved
12483,fuck
12484,pose
12485,type
12486,toe
12487,keep
12488,still
12489,body
12490,baguette
12491,rock
12492,gabry
12493,lie
12494,monster
12495,creature
12496,monmonmonmonmonmonster
12497,throuououououough
12498,feeeeeel
12499,window
12500,feel
12501,ponte
12502,looking
12503,time
12504,away
12505,find
12506,saw
12507,crossed
12508,night
12509,changed
12510,loved
12511,never
12512,hide
12513,even
12514,reckless
12515,devilish
12516,broken
12517,cant
12518,took
12519,gettin
12520,million
12521,place
12522,cried
12523,kept
12524,oh
12525,nothing
12526,like
12527,thing
12528,right
12529,baby
12530,runnin ’
12531,ive
12532,yeah
12533,child
12534,wrong
12535,i ’ ve
12536,heart
12537,known
12538,door
12539,wild
12540,cause
12541,girl
12542,grace
12543,little
12544,got
12545,trouble
12546,dont
12547,every
12548,cheated
12549,mama
12550,sure
12551,pain
12552,don ’ t
12553,guy
12554,mmm
12555,people
12556,lied
12557,life
12558,broke
12559,deserve
12560,chasin
12561,crowd
12562,one
12563,wa
12564,word
12565,mind
12566,patient
12567,u
12568,aint
12569,stranger
12570,walk
12571,runnin
12572,hurt
12573,lost
12574,kinda
12575,actin
12576,crazy
12577,france
12578,vol
12579,504k
12580,trainor
12581,chris
12582,rhlm
12583,quiéreme
12584,rosa
12585,1746k
12586,515k
12587,396k
12588,1321k
12589,feid
12590,976k
12591,puesto
12592,lennox
12593,1059k
12594,young
12595,sebastián
12596,1042k
12597,chille
12598,shot
12599,mala
12600,lary
12601,alex
12602,572k
12603,ii
12604,nelson
12605,biberón ”
12606,sfera
12607,40k
12608,cat
12609,50k
12610,9072k
12611,721k
12612,like
12613,secreto
12614,bad
12615,yankee
12616,rose
12617,session
12618,34
12619,almighty
12620,879k
12621,🔸
12622,garcía
12623,scott
12624,becky
12625,tower
12626,enrique
12627,natti
12628,amanece
12629,loca
12630,3808k
12631,cazzu
12632,89k
12633,music
12634,doja
12635,1276k
12636,distraída
12637,canción
12638,398k
12639,juanka
12640,3087k
12641,1071k
12642,tiago
12643,jay
12644,yandel
12645,dont
12646,2996k
12647,wolfine
12648,cro
12649,1882k
12650,1173k
12651,jhay
12652,abraham
12653,cano
12654,liro
12655,rosalía
12656,tkn
12657,cardi
12658,pequeno
12659,dark
12660,411k
12661,playboi
12662,natasha
12663,nakamura
12664,gold
12665,592k
12666,jam
12667,carrión
12668,75000
12669,nicki
12670,sexo
12671,fioti
12672,1086k
12673,curiosidad
12674,nasty
12675,yaya
12676,hawái
12677,ñejo
12678,kenai
12679,día
12680,858k
12681,dimitri
12682,tainy
12683,dios
12684,693k
12685,405k
12686,guerrial
12687,ignorantes
12688,tolerate
12689,quiles
12690,cnco
12691,solo
12692,vacío
12693,haciendo
12694,sígueme
12695,future
12696,eyed
12697,black
12698,nio
12699,pobreza
12700,view
12701,50000
12702,6449k
12703,jeepeta
12704,cerca
12705,517k
12706,jon
12707,pretendes
12708,drefquila
12709,coronao
12710,ariana
12711,bhavi
12712,lopez
12713,maluma
12714,533k
12715,dua
12716,liam
12717,tik
12718,capo
12719,sebastian
12720,bizarrap
12721,vega
12722,amantes
12723,lit
12724,💠
12725,flow
12726,bandolera
12727,¡aquí
12728,moral
12729,lenny
12730,6267k
12731,enough
12732,única
12733,candy
12734,576k
12735,dura
12736,1475k
12737,462k
12738,651k
12739,badwine
12740,mamichula
12741,861k
12742,cortez
12743,lonely
12744,grande
12745,428k
12746,player
12747,kali
12748,culpa
12749,teen
12750,mente
12751,travis
12752,llorar
12753,977k
12754,pump
12755,ambiente
12756,personal
12757,493k
12758,bonita
12759,wheeler
12760,real
12761,duki
12762,translation
12763,mamacita
12764,1408k
12765,2406k
12766,1671k
12767,78k
12768,mar
12769,42k
12770,boté
12771,pzk
12772,iglesias
12773,2767k
12774,3049k
12775,karol
12776,loyal
12777,year
12778,junto
12779,z
12780,551k
12781,amarte
12782,fruit
12783,eladio
12784,mateo
12785,lipa
12786,londra
12787,tavárez
12788,trueno
12789,balvin
12790,smoke
12791,hard
12792,ahora
12793,one
12794,safaera
12795,myke
12796,911k
12797,927k
12798,391k
12799,nacho
12800,wisin
12801,250000
12802,1984k
12803,así
12804,ysy
12805,sech
12806,snow
12807,611k
12808,hola
12809,forever
12810,jowell
12811,mando
12812,na
12813,baño
12814,734k
12815,558k
12816,illuminati
12817,ley
12818,bryson
12819,4488k
12820,‌benny
12821,x
12822,amenazzy
12823,shaq
12824,dimelo
12825,runaway
12826,1025k
12827,marinero
12828,david
12829,version
12830,darell
12831,414k
12832,zion
12833,gims
12834,715k
12835,baila
12836,2001k
12837,diosa
12838,rvssian
12839,jacob
12840,jeday
12841,partynextdoor
12842,2656k
12843,100000
12844,422k
12845,paulo
12846,pablo
12847,alone
12848,después
12849,vin
12850,brray
12851,jonas
12852,702k
12853,go
12854,cita
12855,ñengo
12856,barefoot
12857,madrid
12858,follow
12859,dillon
12860,randy
12861,b
12862,728k
12863,441k
12864,enamores
12865,g
12866,marracash
12867,rey
12868,dolezor
12869,2694k
12870,487k
12871,pop
12872,culpable
12873,taylor
12874,spirit
12875,5434k
12876,aa
12877,1132k
